0 -1.07717 -1.28606
1 1.09452 1.26169
2 1.79473 1.2044
3 -0.912125 0.936664
4 -0.617308 0.508915
5 -0.156113 -0.023426
6 -0.988697 -1.15523
7 1.76393 -0.626323
8 -1.58744 0.52777
9 0.284472 0.122242
10 0.981092 1.33827
11 0.85127 0.618868
12 0.462693 0.310941
13 -1.15955 0.40764
14 1.23658 1.1986
15 -0.739186 1.47915
16 0.55824 -1.57122
17 0.266723 -0.133583
18 -1.4257 0.83053
19 0.834416 0.101686
20 -1.50135 0.391115
21 -1.23783 0.0867656
22 -0.539151 -0.430172
23 -0.869258 0.776646
24 -1.28126 0.747135
25 0.89572 0.581239
26 0.168392 -0.354859
27 -1.06822 0.396484
28 -2.71683 -1.84487
29 -1.23063 -0.644715
30 -1.96448 0.302048
31 -1.86084 0.0961166
32 -0.399414 1.00828
33 -0.831013 -0.119828
34 0.0825002 -0.949236
35 -0.333913 -0.785865
36 -0.944059 -1.31177
37 0.425536 -1.79091
38 0.395303 -1.39834
39 0.93555 -0.39363
40 -0.282709 0.880211
41 -1.36039 -0.910596
42 0.600367 0.713633
43 -1.16902 -0.77024
44 -0.921353 -0.791059
45 -0.234183 0.259139
46 -1.24479 -1.05315
47 0.914108 -0.413699
48 0.204642 1.6301
49 0.874084 0.861557
50 0.168424 1.75197
51 0.339238 -0.280892
52 0.856623 0.737334
53 1.07057 1.10093
54 -1.26242 -0.976324
55 0.111369 -0.931455
56 2.30029 -0.0538119
57 -0.687648 0.719411
58 0.176974 -1.88136
59 1.09007 -0.980763
60 -0.166196 0.328899
61 -0.720895 0.417338
62 0.352918 -0.474902
63 -0.29326 1.11558
64 -1.66601 0.800924
65 0.290342 -0.286881
66 1.45467 -1.01192
67 1.93741 0.327217
68 1.49492 0.703971
69 -0.465174 -0.495788
70 -0.537532 0.938463
71 -0.265759 -0.901075
72 -0.0421173 -0.908042
73 -0.345189 -0.488582
74 -0.333626 0.240921
75 -0.936926 -0.098972
76 -0.263081 -1.46896
77 -1.16831 -0.16857
78 0.26073 -0.971958
79 -0.377861 0.522281
80 1.10961 0.621175
81 -0.664191 0.300159
82 0.228181 1.10907
83 1.34821 -0.0783857
84 -1.57349 1.47774
85 -0.289555 1.11021
86 -0.406287 1.01967
87 -0.786363 0.252753
88 1.32264 0.548284
89 -0.71185 0.960663
90 -1.5337 0.729109
91 0.666861 0.00301168
92 -0.192896 1.41289
93 0.507032 -0.372052
94 -1.49942 0.971678
95 -0.210275 -0.410398
96 -0.340553 2.57226
97 -0.264709 -0.290684
98 0.570121 1.17547
99 -1.97534 0.697905
100 0.24287 0.396787
101 -2.10886 0.610516
102 -1.60185 0.908038
103 -0.471244 0.947022
104 0.159748 0.437899
105 0.538282 -0.510535
106 0.286664 1.04517
107 0.276093 0.527217
108 0.421365 0.409621
109 0.65683 -0.205009
110 -0.824982 0.655462
111 0.369108 0.388982
112 0.324613 0.956977
113 -0.302677 0.511393
114 -1.12704 -1.57038
115 0.794245 -0.397112
116 -0.835983 -0.534384
117 -1.05179 0.558212
118 1.29732 -0.564143
119 -0.560539 0.285722
120 -1.16593 -1.46483
121 0.0696049 -0.40391
122 1.18916 -0.767522
123 0.483408 -0.539003
124 -0.590834 0.372878
125 -0.718492 -0.747211
126 -0.36758 -2.23985
127 0.342072 0.744352
128 -0.482533 0.580669
129 0.196892 0.288401
130 0.299824 0.0305305
131 0.105523 1.09088
132 -0.146882 0.183307
133 0.581611 1.12105
134 0.373952 -1.48395
135 1.07152 0.534018
136 -0.294152 -0.178689
137 -2.66121 -0.515851
138 -0.0452499 -0.608452
139 -0.459004 -0.0877889
140 1.7466 -0.987533
141 0.107091 -0.565113
142 -2.3257 -0.570239
143 0.93018 1.2932
144 2.21712 1.73682
145 0.270353 -0.50258
146 -0.326361 -1.06585
147 -2.5717 0.57852
148 0.236302 -0.0695613
